filename,texto
9e9db4744937e0d73f07d4b7d04cb7ce3a717a68.txt,"2.3.2 TRATAMENTO DE ESCABIOSE: DUAS DOSES DE IVERMECTINA, COM 7-10 DIAS DE INTERVALO ENTRE ELAS."
9e9db4744937e0d73f07d4b7d04cb7ce3a717a68.txt,POSOLOGIA: A DOSE DE IVERMECTINA É PROPORCIONAL AO PESO.
9e9db4744937e0d73f07d4b7d04cb7ce3a717a68.txt,"OBSERVAÇÃO:  CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
9e9db4744937e0d73f07d4b7d04cb7ce3a717a68.txt,"OBSERVAÇÃO: CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
4a96afe90cf764367e603280064f4c27ca89b367.txt,"**OS ITENS: 1-(IVERMECTINA,6MG, COMPRIMIDO, EMBALADO EM BLISTER OU ENVELOPE COM NO MÍNIMO 2 UNIDADES), 4-(ESTRIOL,1MG/G, CREME VAGINAL, BISNAGA COM 50G + APLICADOR INDIVIDUAL, A BISNAGA DEVERÁ APRESENTAR LACRE NO BICO DE DISPENSAÇÃO ETAMPA COM DISPOSITIVO PARA SEU ROMPIMENTO), 5-(SOLUÇÃO GLICOSADA, 5%, 250ML, SISTEMA FECHADO, EMBALADA EM BOLSAOU FRASCO FLEXÍVEL, PARA SPGV (PORTARIA 500/97, RDC 45/2003 E RDC 29/2007), COM DOIS SÍTIOS (UM COM FECHAMENTO EM MATERIALAUTOVEDÁVEL A MÚLTIPLA PUNÇÕES), 6-(SULFATO DE MAGNÉSIO, 50%, INJETÁVEL, AMPOLA COM 10ML), 7-(GLICONATO DECÁLCIO, 10%, INJETÁVEL, AMPOLA COM 10ML), 8-(METILERGOMETRINA, MALEATO, 0,2MG/ML, INJETÁVEL, AMPOLA COM 1ML), 9-(FENILEFRINA, CLORIDRATO, 10%, COLÍRIO, MIDRIÁTICO, EMBALADO EM FRASCO CONTA-GOTAS COM NO MÍNIMO 5ML (CADA ML CONTÉM100MG DE CLORIDRATO DE FENILEFRINA)) E 11-(CLORIDRATO DE DEXTROCETAMINA, 50MG/ML, AMPOLA COM 2ML), FORAMDESERTOS."
4a96afe90cf764367e603280064f4c27ca89b367.txt,"2.3 IVERMECTINA APRESENTAÇÃO: COMPRIMIDO DE 6MG VIA DE ADMINISTRAÇÃO: ORAL INDICAÇÕES:   DIÁRIO OFICIAL ELETRÔNICOATOS DO MUNICÍPIO DE CURITIBANº 135 - ANO XCURITIBA, TERÇA-FEIRA, 13 DE JULHO DE 2021PÁGINA 106PEDICULOSE (PIOLHO): CAUSADA PELO ACARO PEDICULUS HUMANUS CAPITIS  ESCABIOSE (SARNA): CAUSADA PELO ÁCARO SARCOPTES SCABIEI."
4a96afe90cf764367e603280064f4c27ca89b367.txt,"2.3.1 TRATAMENTO DE PEDICULOSE: DUAS DOSES DE IVERMECTINA, COM 7-10DIAS DE INTERVALO ENTRE ELAS."
4a96afe90cf764367e603280064f4c27ca89b367.txt,"2.3.2 TRATAMENTO DE ESCABIOSE: DUAS DOSES DE IVERMECTINA, COM 7-10 DIAS DE INTERVALO ENTRE ELAS."
4a96afe90cf764367e603280064f4c27ca89b367.txt,POSOLOGIA: A DOSE DE IVERMECTINA É PROPORCIONAL AO PESO.
4a96afe90cf764367e603280064f4c27ca89b367.txt,"OBSERVAÇÃO:  CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
4a96afe90cf764367e603280064f4c27ca89b367.txt,"OBSERVAÇÃO: CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
0b02a8f905104ee5210e19560523a725c7ea50de.txt,"2.3 IVERMECTINA APRESENTAÇÃO: COMPRIMIDO DE 6MG DIÁRIO OFICIAL ELETRÔNICOATOS DO MUNICÍPIO DE CURITIBANº 179 - ANO IXCURITIBA, SEGUNDA-FEIRA, 21 DE SETEMBRO DE 2020PÁGINA 514 VIA DE ADMINISTRAÇÃO: ORAL INDICAÇÕES:   PEDICULOSE (PIOLHO): CAUSADA PELO ACARO PEDICULUS HUMANUS CAPITIS  ESCABIOSE (SARNA): CAUSADA PELO ÁCARO SARCOPTES SCABIEI."
0b02a8f905104ee5210e19560523a725c7ea50de.txt,"2.3.1 TRATAMENTO DE PEDICULOSE: DUAS DOSES DE IVERMECTINA, COM 7-10DIAS DE INTERVALO ENTRE ELAS."
0b02a8f905104ee5210e19560523a725c7ea50de.txt,"2.3.2 TRATAMENTO DE ESCABIOSE: DUAS DOSES DE IVERMECTINA, COM 7-10 DIAS DE INTERVALO ENTRE ELAS."
0b02a8f905104ee5210e19560523a725c7ea50de.txt,POSOLOGIA: A DOSE DE IVERMECTINA É PROPORCIONAL AO PESO.
0b02a8f905104ee5210e19560523a725c7ea50de.txt,"OBSERVAÇÃO:  CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
0b02a8f905104ee5210e19560523a725c7ea50de.txt,"OBSERVAÇÃO: CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
42fd08f5dde137384bcb3d13452f7ee275066173.txt,"MARCA/MODELO: HIPOLABOR/FOLINACVALOR UNITÁRIO: R$ 1,55 EMPRESA - MEDSI DISTRIBUIDORA DE MEDICAMENTOS LTDADIÁRIO OFICIAL ELETRÔNICOATOS DO MUNICÍPIO DE CURITIBANº 83 - ANO XCURITIBA, QUINTA-FEIRA, 29 DE ABRIL DE 2021PÁGINA 12ITEM 04 - IVERMECTINA,6MG, COMPRIMIDO, EMBALADO EM BLISTER OU ENVELOPE COMNO MÍNIMO 2 UNIDADES."
4ac935271b0d11916f6a797f2791dc5fae81afe8.txt,"MARCA/MODELO: FERROFORT 50ML -CALBOSVALOR UNITÁRIO: R$8,9500QUANTIDADE: 8ITEM 35: FLUMETASONACADA ML CONTÉM, FLUMETASONA 0,5 MG, FRASCOS-AMPOLA DE 10 ML CADA ML CONTÉM FLUMETASONA 0,5 MGFRASCOS-AMPOLA DE 10 MLMARCA/MODELO: FLUCORTAN 10ML -ZOETISVALOR UNITÁRIO: R$12,2500QUANTIDADE: 50ITEM 36: IVERMECTINA, INJETÁVEL, CADA 100ML CONTÉM: IVERMECTINA 1G, VEÍCULO Q.S.P."
4ac935271b0d11916f6a797f2791dc5fae81afe8.txt,"MARCA/MODELO: NITROMIX/MICROSULESVALOR UNITÁRIO: R$200,0000QUANTIDADE: 1ITEM 83: IVERMECTINA PASTA P/ EQUINOS,SERINGA GRADUADA CONTENDO 30G,ANTIPARASITÁRIO À BASE DE IVERMECTINA EPRAZIQUANTEL, INDICADO PARA O TRATAMENTO E CONTROLE DE VERMES REDONDOS GASTRINTESTINAIS E PULMONAR DOS EQÜÍDEOS."
4ac935271b0d11916f6a797f2791dc5fae81afe8.txt,"**OS ITENS: 1 – (BICARBONATO DE SÓDIO, 8,4%, INJETÁVEL, AMPOLA COM 10ML), 2 – (DOPAMINA, 5 MG/ML, INJETÁVEL, AMPOLACOM 10ML), 3 – (GLICONATO DE CÁLCIO, 10%, INJETÁVEL, AMPOLA COM 10ML), 5 – (PROMETAZINA, 50MG, INJETÁVEL,(25MG/ML), AMPOLA COM 2ML), 6 – (VITAMINA, K, 10MG, INJETÁVEL, (FITOMENADIONA) AMPOLA COM 1ML), 8 – (SOLUÇÃOGLICOSADA, 5%, 250ML, SISTEMA FECHADO), 10 – (IVERMECTINA, 6MG, COMPRIMIDO, EMBALADO EM BLISTER OU ENVELOPE COM NOMÍNIMO 2 UNIDADES), 11 – (BICARBONATO DE SÓDIO, 8,4%, 250ML, SISTEMA FECHADO), 12 – (CLORETO DE SUXAMETÔNIO,100MG, INJETÁVEL, EMBALADO EM FRASCO AMPOLA), 13 – (SULFAMETOXAZOL + TRIMETOPRIM, 400MG + 80MG, INJETÁVEL,AMPOLA COM 5ML), 14 – (ACETILCISTEÍNA, 100MG/ML, SOLUÇÃO INJETÁVEL, AMPOLA COM 3ML), 17 – (ATROPINA, 0,5MG/ML,SOLUÇÃO INJETÁVEL, AMPOLA COM 1ML), 18 – (LIDOCAÍNA, 2%, COM VASOCONSTRITOR, SOLUÇÃO INJETÁVEL, FRASCO-AMPOLA COM 20ML),19 – (BENZILPENICILINA, PROCAINA, 400.000 UI, INJETÁVEL), 20 – (METILERGOMETRINA, MALEATO, 0,2MG/ML, INJETÁVEL, AMPOLACOM 1ML), 21 – (ESTRIOL, 1MG/G, CREME VAGINAL, BISNAGA COM 50G + APLICADOR INDIVIDUAL, A BISNAGA DEVERÁ APRESENTAR LACREDIÁRIO OFICIAL ELETRÔNICOATOS DO MUNICÍPIO DE CURITIBANº 137 - ANO XCURITIBA, QUINTA-FEIRA, 15 DE JULHO DE 2021PÁGINA 50NO BICO DE DISPENSAÇÃO E TAMPA COM DISPOSITIVO PARA SEU ROMPIMENTO), 23 – (FENOBARBITAL, 200MG, INJETÁVEL, (100MG/ML),AMPOLA COM 2ML), 25 – (CLORIDRATO DE DEXTROCETAMINA, 50MG/ML, AMPOLA COM 2ML), 26 – (LEVONORGESTREL,0,75MG, COM 2 COMPRIMIDOS, EMBALADO EM BLISTER, ENVELOPE KRAFT OU ALUMINIZADOS), 27 – (SULFATO DE MAGNÉSIO, 50%,INJETÁVEL, AMPOLA COM 10ML), 29 – (FENILEFRINA, CLORIDRATO, 10%, COLÍRIO, MIDRIÁTICO, EMBALADO EM FRASCO CONTA-GOTAS COM NOMÍNIMO 5ML (CADA ML CONTÉM 100MG DE CLORIDRATO DE FENILEFRINA)) E 30 – (ATROPINA, 0,25MG, INJETÁVEL, AMPOLA COM 1ML),FORAM DESERTOS."
d8cd94f08b546e6c1e0381431d091be437844ce0.txt,"ITEM 7: IVERMECTINA,6MG, COMPRIMIDO, EMBALADO EM BLISTER OU ENVELOPE COM NO MÍNIMO 2 UNIDADES."
32ad619284cdcb65f81b723fba5c1cf0b328db68.txt,"MARCA/MODELO: HIPOLABOR/FOLINACVALOR UNITÁRIO: R$ 1,55 EMPRESA - MEDSI DISTRIBUIDORA DE MEDICAMENTOS LTDAITEM 04 - IVERMECTINA,6MG, COMPRIMIDO, EMBALADO EM BLISTER OU ENVELOPE COMNO MÍNIMO 2 UNIDADES."
8d98a48ee21a21f9967c790b9a4a7e6980f20f14.txt,"OS ITENS: 1 - IVERMECTINA , 6MG, COMPRIMIDO, EMBALADO EM BLISTER OU ENVELOPE COM NO MÍNIMO 2 UNIDADES, 2 - ESTRIOL ,1MG/G, CREME VAGINAL, BISNAGA COM 50G + APLICADOR INDIVIDUAL, 4 - SULFATO DE MAGNÉSIO , 50%, INJETÁVEL, AMPOLA COM10ML, 5 - GLICONATO DE CÁLCIO , 10%, INJETÁVEL, AMPOLA COM 10ML, 6 - - METILERGOMETRINA , MALEATO, 0,2MG/ML,INJETÁVEL, AMPOLA COM 1ML E 7 - FENILEFRINA , CLORIDRATO, 10%, COLÍRIO, MIDRIÁTICO, FORAM DESERTOS."
a659ed492774156e699643b6c0f76b0503f12960.txt,"2.3 IVERMECTINA APRESENTAÇÃO: COMPRIMIDO DE 6MG VIA DE ADMINISTRAÇÃO: ORAL INDICAÇÕES:   DIÁRIO OFICIAL ELETRÔNICOATOS DO MUNICÍPIO DE CURITIBANº 74 - ANO IXCURITIBA, QUARTA-FEIRA, 22 DE ABRIL DE 2020PÁGINA 74PEDICULOSE (PIOLHO): CAUSADA PELO ACARO PEDICULUS HUMANUS CAPITIS  ESCABIOSE (SARNA): CAUSADA PELO ÁCARO SARCOPTES SCABIEI."
a659ed492774156e699643b6c0f76b0503f12960.txt,"2.3.1 TRATAMENTO DE PEDICULOSE: DUAS DOSES DE IVERMECTINA, COM 7-10DIAS DE INTERVALO ENTRE ELAS."
a659ed492774156e699643b6c0f76b0503f12960.txt,"2.3.2 TRATAMENTO DE ESCABIOSE: DUAS DOSES DE IVERMECTINA, COM 7-10 DIAS DE INTERVALO ENTRE ELAS."
a659ed492774156e699643b6c0f76b0503f12960.txt,POSOLOGIA: A DOSE DE IVERMECTINA É PROPORCIONAL AO PESO.
a659ed492774156e699643b6c0f76b0503f12960.txt,"OBSERVAÇÃO:  CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
a659ed492774156e699643b6c0f76b0503f12960.txt,"OBSERVAÇÃO: CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
623e130ef3426b8165732671fcc98ce6447c2c9a.txt,(PARTICIPAÇÃO EXCLUSIVA ME/EPP). 08: 211653 -BR0376767/ IVERMECTINA 6 MG COMPRIMIDO.
e144265bbdc5590f28935df0830f6785f16a06ef.txt,"EPPITEM 05 - IVERMECTINA,6MG, COMPRIMIDO, EMBALADO EM BLISTER OU ENVELOPE COM NO MÍNIMO 2 UNIDADESMARCA/MODELO: VITAMEDICVALOR UNITÁRIO: R$ 0,21 EMPRESA - VISAO DISTRIBUIDORA DE MEDICAMENTOS LTDAITEM 04 - METOPROLOL, 1MG/ML, INJETÁVEL, EMBALADO EM AMPOLA COM 5ML."
5be1c86fb6b4bae83748e83d3f354b9fea08cc05.txt,ITEM 10: 211653 - BR0376767 / IVERMECTINA 6 MG COMPRIMIDO.
a8980f5810856e1b8e5555d996deda1fc71c56dd.txt,ITEM 20 (IVERMECTINA 6 MG COMPRIMIDO).
b5d33b2d143efedee757404ce5a3de5634220c18.txt,"2.3 IVERMECTINAAPRESENTAÇÃO: COMPRIMIDO DE 6MGVIA DE ADMINISTRAÇÃO: ORALINDICAÇÕES:DIÁRIO OFICIAL ELETRÔNICOATOS DO MUNICÍPIO DE CURITIBANº 227 - ANO IXCURITIBA, TERÇA-FEIRA, 1 DE DEZEMBRO DE 2020PÁGINA 88PEDICULOSE (PIOLHO): CAUSADA PELO ACARO PEDICULUS HUMANUS CAPITISESCABIOSE (SARNA): CAUSADA PELO ÁCARO SARCOPTES SCABIEI."
b5d33b2d143efedee757404ce5a3de5634220c18.txt,"2.3.1 TRATAMENTO DE PEDICULOSE: DUAS DOSES DE IVERMECTINA, COM 7-10DIAS DE INTERVALO ENTREELAS."
b5d33b2d143efedee757404ce5a3de5634220c18.txt,"2.3.2 TRATAMENTO DE ESCABIOSE: DUAS DOSES DE IVERMECTINA, COM 7-10 DIAS DE INTERVALO ENTREELAS."
b5d33b2d143efedee757404ce5a3de5634220c18.txt,POSOLOGIA: A DOSE DE IVERMECTINA É PROPORCIONAL AO PESO.
b5d33b2d143efedee757404ce5a3de5634220c18.txt,"OBSERVAÇÃO:CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
b5d33b2d143efedee757404ce5a3de5634220c18.txt,"OBSERVAÇÃO: CRIANÇAS COM PESO MAIOR DE 15KG, VER DESCRIÇÃO DO TRATAMENTO COM IVERMECTINA."
c4242c4e30ecb775fc80831ab8b4035dc93915f5.txt,ITEM 10: 211653 - BR0376767 / IVERMECTINA 6 MG COMPRIMIDO.
