filename,data,municipio,estado,remedio,texto,cnpj
e1d35a11224b802bec0c4b53a7071f37f403e4a6.txt,2020-11-05T19:43:08Z,Cuiaba,Mato Grosso,ivermectina,"SIDINEI CUSTÓDIO DA SILVAPREFEITO MUNICIPAL PREFEITURA MUNICIPAL DE DOM AQUINOATO EXTRATO CONTRATO DE PRESTAÇÃO DE SERVIÇOS 005/2020 CONTRATADO: DERMO RON FARMACIA DE MANIPULAÇÃO LTDA ME – CNPJ: 00.871.628/0001-62OBJETO: -  AQUISIÇÃO DE MEDICAMENTOS (IVERMECTINA 6 MG), DE  PREVENÇÃO  DA POPULAÇÃO  E  AUXILIO  DOS  PROFISSIONAIS  DA SAÚDE  E  CASOS  SUSPEITOS  OU  CONFIRMADOS  DO  COVID  19,  COM  A  FINALIDADE  DE  ATENDER  A DEMANDA DA SECRETARIA MUNICIPAL DE SAÚDEVALOR: R$ 20.000,00 (VINTE MIL REAIS)DATA DE ASSINATURA: 13/07/2020VIGÊNCIA:04 (QUATRO) MESES A CONTAR DA DATA DE SUA ASSINATURAVALDÉCIO LUIZ DA COSTAPREFEITO MUNICIPALEDITAL Nº 003/2020 EDITAL DE CONVOCAÇÃO DE AUDIÊNCIA PÚBLICA VIRTUALMETAS FISCAIS DO 1ºQUADRIMESTRE/2020 O PREFEITO MUNICIPAL DE DOM AQUINO-MT, VALDÉCIO LUIZ DA COSTA, NO USO DE SUAS ATRIBUIÇÕES, COM FULCRO NO PARÁGRAFO ÚNICO, ARTIGO 48 DA LEI COMPLEMENTAR 101 DE  04/05/2000 E NOTA TÉCNICA 04/2020 DO TCE-MT E IN SPO Nº002/2020.",00.871.628/0001-62
e1d35a11224b802bec0c4b53a7071f37f403e4a6.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"DOM AQUINO-MT, 01 DE JULHO DE 2020 VALDÉCIO LUIZ DA COSTAPREFEITO MUNICIPALLICITAÇÃOAVISO  HOMOLOGAÇÃO  E  ADJUDICAÇÃO  DA  DISPENSA  DE LICITAÇÃO N. 004/2020 O MUNICÍPIO DE DOM AQUINO-MT,  ATRAVÉS DO  PREFEITO  MUNICIPAL ABAIXO ASSINADO,  HOMOLOGA  E  ADJUDICA A  DISPENSA  DOS  PROCEDIMENTOS  LICITATÓRIOS,  COM EMBASAMENTO LEGAL: ARTIGO 4º DA LEI 13.979/2020 E DECRETO 022/2020, DA SITUAÇÃO DE EMERGÊNCIA  NO MUNICÍPIO DE DOM AQUINO E PARECER JURÍDICO DE DISPENSA DE LICITAÇÃO PROFERIDO PELA ASSESSORIA JURÍDICA DESSE MUNICÍPIO, COM OBJETIVO DE AQUISIÇÃO  DE MEDICAMENTOS (IVERMECTINA 6 MG),  DE  PREVENÇÃO  DA  POPULAÇÃO  E  AUXILIO  DOS  PROFISSIONAIS  DA  SAÚDE  E  CASOS SUSPEITOS OU CONFIRMADOS DO COVID 19, COM A FINALIDADE DE ATENDER A DEMANDA DA SECRETARIA MUNICIPAL  DE  SAÚDE,  COM  DISPENSA  DE  LICITAÇÃO,  NOS  TERMOS ESTATUÍDOS PELA LEI FEDERAL Nº 8.666/93.",
e1d35a11224b802bec0c4b53a7071f37f403e4a6.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"26 DA LEI 8666/93, COM FULCRO NO ARTIGO 24, INCISO II DA LEI FEDERAL 8.666/93 E ALTERAÇÕES, A DISPENSA DE  LICITAÇÃO  Nº  013/2020, A  FAVOR  DA  CONTRATAÇÃO  DA  EMPRESA  A  H  HASS  &  CIA  LTDA, CADASTRADA  NO  CNPJ/MF  Nº  03.956.153/0001-03,  OBJETIVANDO  A  AQUISIÇÃO  DE  MEDICAMENTOS IVERMECTINA  6MG  COMPRIMIDOS,  PARA  SEREM  UTILIZADOS  NO  TRATAMENTO  DE  PACIENTES  COM COVID-19  DE  INTERESSE  DA SECRETARIA  MUNICIPAL  DE SAÚDE  E  SANEAMENTO  DO  MUNICÍPIO  DE  MARCELÂNDIA/MT, NO VALOR DE R$ 16.250,00 (DEZESSEIS MIL, DUZENTOS E CINQUENTA REAIS).",03.956.153/0001-03
e1d35a11224b802bec0c4b53a7071f37f403e4a6.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"1º - DESIGNAR PARA FISCAL DOS CONTRATOS ADMINISTRATIVOS Nº 073/2020  –  CUJO  OBJETO  É:  “CONTRATAÇÃO  DE  EMPRESA  PARA  FORNECIMENTO  DO  MEDICAMENTO IVERMECTINA 6 MG PARA ATENDER A DEMANDA ATUAL DIANTE DA PANDEMIA, INDICADO PARA A PROFILAXIA DE COVID-19,  CONFORME  DECRETO  MUNICIPAL  116/2020  DA  PREFEITURA  MUNICIPAL  DE  PARANAÍTA-MT, CONSTANTES NO ATO DE DISPENSA Nº 022/2020, OS (AS) SEGUINTE (S) SERVIDOR (AS):KEILA FRANCIELI VOLPEART.",
412e1d1f6e1505dcf439a7bf77194433c2b37bc7.txt,2020-11-05T19:52:15Z,Cuiaba,Mato Grosso,ivermectina,"DESTACOU QUE O CICLO MEDICAMENTOSO UTILIZADO NO TRATAMENTO CONTRA A COVID-19, CONSISTE NA UTILIZAÇÃO DE HIDROXICLOROQUINA 400MG,  AZITROMICINA 500MG E IVERMECTINA 6MG.",
1ae2151f4d801da5b78a03f2502003f8af4f457c.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"AO DIA, DURANTE 5 DIAS+ IVERMECTINA 6 MG – CONFORME PESO DO PACIENTETESTE  RÁPIDO  COVID  19  A PARTIR DO 8º DIA PCR SWAB DO 3º AO 7º DIA DE ELETROCARDIOGRAMA DIAGNÓSTICO  DIFERENCIAL SOROLOGIA DENGUERECOMENDAÇÃO  PARA PRESCRIÇÃO EMGESTANTESPRESCREVER DO 1º AO 14º DIA DIFOSFATO DE CLOROQUINAD1: 500MG 12/12HD2 AO D5: 500 MG 24/24H+AZITROMICINA500MG 1X AO DIA, DURANTE 5 DIASAPÓS O 14º  DIA PRESCREVER TRATAMENTO SINTOMÁTICO.",
1ae2151f4d801da5b78a03f2502003f8af4f457c.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"(2020) (3), A AÇÃO ANTIVIRAL PROPOSTA PELA IVERMECTINA NO CORONAVÍRUS ACONTECE DA SEGUINTE FORMA: O IMPΑ/Β1 SE  LIGA À PROTEÍNA DE CARGA DO CORONAVÍRUS NO CITOPLASMA E A TRANSLOCA ATRAVÉS DO COMPLEXO DE POROS NUCLEARES  (NPC)  PARA  O  NÚCLEO  ONDE  O  COMPLEXO  SE  DESINTEGRA  E  A  CARGA  VIRAL  PODE  REDUZIR  A RESPOSTA ANTIVIRAL DA CÉLULA HOSPEDEIRA, LEVANDO A UMA INFECÇÃO AVANÇADA.",
1ae2151f4d801da5b78a03f2502003f8af4f457c.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"NESTE  ESTUDO,  FOI  DEMONSTRADO  QUE  CÉLULAS  INFECTADAS  PELO  NOVO CORONAVÍRUS TIVERAM UMA REDUÇÃO DE 93% DA REPLICAÇÃO VIRAL EM 24 HORAS E REDUÇÃO COMPLETA DA  CARGA VIRAL APÓS 48 HORAS, QUANDO EXPOSTAS À IVERMECTINA.",
3e26fa15a1d27b04a39b546da3388ff85c988d73.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"052/2020, CUJO OBJETO É A CONTRATAÇÃO DE EMPRESA ESPECIALIZADA  PARA  A  AQUISIÇÃO  DE  MEDICAMENTO  IVERMECTINA,  PARA TRATAMENTO DE PACIENTES ACOMETIDOS DO CORONAVÍRUS – COVID-19CONTRATANTE: PREFEITURA MUNICIPAL DE CAMPO VERDECONTRATADO:  GOLDENPLUS  COMÉRCIO  DE  MEDICAMENTOS  E PRODUTOS HOSPITALARES LTDA – CNPJ: 17.472.278/0001-64OBJETO: FICA PRORROGADO A VIGÊNCIA DO CONTRATO ATÉ 24 DE AGOSTO DE 2020,  CONTADOS A PARTIR DE 24 DE JULHO DE 2020.",17.472.278/0001-64
3e26fa15a1d27b04a39b546da3388ff85c988d73.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"OBJETO DO CONTRATO:CONTRATAÇÃO  DE  EMPRESA ESPECIALIZADA PARA AQUISIÇÃO DE HIDROXICLOROQUINA E IVERMECTINA PARA O MUNICIPIO DE PORTO DOS GAÚCHOS – MT, NO ENFRENTAMENTO AO COVID-19.",
2f1ed66809cffd9c92bb4f231541971f5bb3f56d.txt,2020-11-05T19:55:58Z,Cuiaba,Mato Grosso,ivermectina,"OBJETO: CONTRATAÇÃO  DE  UNIDADE  HOSPITALAR  PARA DISPONIBILIZAÇÃO DE LEITOS EM UNIDADES DE TERAPIA INTENSIVA ADULTO E LEITOS  CLÍNICOS  DE  ENFERMARIA  ADULTO  NO  ÂMBITO  DOS  HOSPITAIS  PRIVADOS  ,  COMO MEDIDA PARA ENFRENTAMENTO DE EMERGÊNCIA EM SAÚDE PÚBLICA DE IMPORTANCIA INTERNACIONAL  EM  DECORRÊNCIA  DO  CORONABIRUS  SARS-COV2,  CAUSADOR  DA DOENÇA COVID 19, NO MUNICIPIO DE ALTA FLORESTA-MT LICITAÇÃOTERMO  DE  RATIFICAÇÃO  DE  DISPENSA  DE  LICITAÇÃO  N° 011/2020OBJETO: AQUISIÇÃO  DE  IVERMECTINA-CONCENTRAÇÃO/DOSAGEM 6MG, SULFATO DE ZINCO – CONCENTRAÇÃO/DOSAGEM  50MG,  CLOROQUINA, DISFOSFATO  –  CONCENTRAÇÃO/DOSAGEM  500MG,  EM FARMÁCIAS  DE MANIPULAÇÃO  PARA ATENDIMENTO  DE PACIENTES  COM  RECEITA MÉDICA  DA  REDE  PÚBLICA MUNICIPAL  DE  SAÚDE  DO  MUNICIPIO  DE  ALTA FLORESTA-MTCONTRATADO: F. F. BORGES CNPJ 12.054.228/0001-43PRAZO: 03 (TRÊS) MESESFUNDAMENTO LEGAL: ART.",12.054.228/0001-43
bc04b3b954f37770707106d2131ea1eed3e848c6.txt,2020-11-05T19:41:01Z,Cuiaba,Mato Grosso,ivermectina,"OBJETO CONTRATAÇÃO EMERGENCIAL PARA AQUISIÇÃO DE MEDICAMENTOS (DEXAMETASONA, AZITROMICINA, ÁCIDO ASCÓRBICO E IVERMECTINA) PARA FINS DE ENFRENTAMENTO DA EMERGÊNCIA  DE  SAÚDE  PÚBLICA  DE  IMPORTÂNCIA  INTERNACIONAL  DECORRENTE  DO NOVO CORONAVÍRUS, CAUSADOR DA COVID-19.",
bc04b3b954f37770707106d2131ea1eed3e848c6.txt,Não Informado,Cuiaba,Mato Grosso,ivermectina,"PREFEITURA MUNICIPAL DE ARAPUTANGAPREFEITURA MUNICIPAL DE ARAPUTANGA-MTTERMO DE RATIFICAÇÃO - DISPENSA DE LICITAÇÃO Nº 022/2020 A PREFEITURA MUNICIPAL DE ARAPUTANGA-MT, ATRAVÉS DO PREFEITO MUNICIPAL, SR.  JOEL  MARINS  DE  CARVALHO,  TORNA  PÚBLICO  QUE,  EM  VIRTUDE  DE  TER  CONCORDADO  COM  A JUSTIFICATIVA APRESENTADA PELA SECRETÁRIA MUNICIPAL DE ADMINISTRAÇÃO E EMISSÃO DE PARECER JURÍDICO  FAVORÁVEL À CONTRATAÇÃO NAS FORMAS DA LEI APRESENTADO PELO PROCURADOR JURÍDICO DO MUNICÍPIO, NO  PROCESSO DE AQUISIÇÃO DE MATERIAL PARA COLETA DE AMOSTRAS DO VÍRUS COVID -19 E DO MEDICAMENTO IVERMECTINA EM CARÁTER EMERGENCIAL, EM ATENDIMENTO AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE E DA FARMÁCIA BÁSICA, O VALOR TOTAL DA CONTRATAÇÃO, CONSIDERANDO TODOS OS ITENS É DE R$  7.062,00  (SETE  MIL  E  SESSENTA  E  DOIS  REAIS)  NO  QUAL  FORMULOU-SE  EXPEDIENTE  DE  DISPENSA  DE  LICITAÇÃO N°.",
